NO_OF_FRAMES	3150
NO_OF_CAMERAS	8
NO_OF_MARKERS	27
FREQUENCY	60
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2018-04-29, 17:31:02	20552.52427954
DATA_INCLUDED	3D
MARKER_NAMES	Head-FL	Head-FR	Head-B	Shoulder-L	Shoulder-R	Breastbone	Back	Hip-FL	Hip-FR	Hip-BL	Hip-BR	Elbow-L	Elbow-R	Radius-L	Ulna-L	Radius-R	Ulna-R	Knee-L	Knee-R	Ankle-L	Ankle-R	Toe-L	Toe-R	Baston-L-PU	Baston-L-TIP	Baston-R-PU	Baston-R-TIP
-257.881	-263.326	1619.104	-94.611	-279.061	1601.867	-200.799	-445.040	1607.164	-361.208	-427.073	1452.979	-39.581	-287.010	1374.150	-242.014	-273.657	1251.661	-164.914	-546.369	1310.722	-399.898	-442.245	992.695	-52.419	-360.388	951.801	-240.760	-597.250	1016.656	-149.318	-574.781	1008.633	-520.848	-236.481	1296.128	-140.074	-94.760	1167.078	-480.333	-134.551	1477.442	-461.092	-188.495	1501.710	-382.819	-85.684	1242.968	-368.138	-33.534	1242.990	-456.327	-471.769	457.830	47.296	-476.376	470.483	-504.732	-529.498	8.165	156.970	-571.837	5.167	-519.532	-318.777	5.210	164.631	-378.842	9.017	-377.202	-29.520	1561.008	-611.845	-596.741	1620.602	-415.342	20.332	1229.335	-790.699	-369.066	1466.104
-256.984	-260.018	1618.679	-93.800	-276.462	1601.325	-200.300	-441.885	1607.144	-359.815	-425.296	1453.968	-40.420	-284.368	1374.904	-242.680	-271.626	1251.857	-164.180	-543.810	1310.949	-399.987	-441.515	992.954	-52.875	-359.260	951.674	-240.740	-596.287	1017.432	-149.325	-573.383	1009.490	-521.426	-235.036	1299.552	-143.496	-90.995	1170.817	-480.121	-135.320	1481.835	-460.191	-189.409	1505.004	-385.197	-83.897	1250.424	-371.236	-31.275	1250.370	-456.711	-471.108	457.847	47.659	-474.780	470.418	-504.382	-529.446	8.204	156.750	-571.804	5.203	-519.521	-318.664	5.218	164.725	-378.814	9.095	-376.581	-31.017	1568.041	-608.433	-600.805	1610.565	-419.082	22.048	1238.984	-779.471	-378.798	1481.671
-256.101	-256.664	1618.247	-93.024	-273.341	1600.327	-199.847	-438.579	1607.054	-358.501	-423.151	1454.767	-41.024	-281.719	1375.499	-243.076	-269.395	1251.785	-163.576	-541.313	1311.392	-400.068	-440.890	993.010	-53.125	-358.182	951.353	-240.546	-595.368	1018.030	-149.308	-572.092	1010.016	-521.927	-233.467	1302.234	-146.323	-87.721	1173.516	-479.699	-135.338	1485.083	-459.472	-189.668	1507.453	-386.648	-82.456	1256.942	-373.044	-29.916	1257.192	-457.180	-470.127	458.034	48.107	-473.125	470.464	-504.183	-529.393	8.338	156.650	-571.820	5.350	-519.520	-318.473	5.189	164.758	-378.773	9.123	-375.109	-32.031	1573.324	-607.784	-602.341	1603.089	-421.518	23.752	1247.778	-773.221	-383.845	1489.777
-255.248	-253.232	1617.582	-92.209	-270.252	1599.438	-199.168	-435.308	1606.945	-357.387	-420.549	1455.501	-41.272	-278.924	1375.590	-243.415	-267.253	1251.442	-162.814	-538.985	1311.717	-400.097	-440.473	993.076	-53.235	-357.370	951.031	-240.191	-594.573	1018.567	-149.184	-571.044	1010.556	-522.168	-231.452	1303.971	-148.287	-84.908	1175.415	-478.805	-134.828	1487.294	-458.557	-189.251	1509.276	-387.650	-80.604	1262.129	-373.918	-28.589	1263.131	-457.717	-468.924	458.121	48.800	-471.528	470.473	-504.051	-529.353	8.474	156.458	-571.719	5.514	-519.537	-318.330	5.231	164.866	-378.699	8.999	-373.387	-32.634	1576.595	-608.870	-601.977	1599.820	-423.196	25.630	1255.437	-765.967	-389.783	1497.064
-254.368	-249.830	1616.981	-91.442	-267.037	1598.398	-198.476	-432.044	1606.996	-356.545	-418.133	1455.869	-41.304	-276.256	1375.405	-243.601	-265.014	1251.213	-162.225	-536.785	1312.110	-400.069	-440.235	992.968	-53.196	-356.645	950.595	-239.740	-593.854	1018.821	-148.865	-570.145	1011.046	-522.325	-229.514	1305.690	-149.591	-82.391	1176.563	-477.456	-133.057	1488.902	-457.216	-188.158	1510.367	-387.819	-79.396	1267.195	-374.061	-27.361	1268.380	-458.155	-467.698	458.174	49.560	-470.069	470.549	-504.044	-529.200	8.584	156.293	-571.758	5.780	-519.526	-318.280	5.214	164.908	-378.572	9.029	-371.386	-32.552	1578.057	-612.949	-599.471	1598.623	-424.426	27.771	1261.600	-759.685	-394.625	1501.314
-253.594	-246.599	1616.283	-90.749	-263.827	1597.440	-197.716	-428.808	1607.076	-355.738	-415.927	1456.142	-41.191	-274.076	1375.381	-243.545	-262.974	1250.890	-161.768	-534.592	1312.669	-400.040	-440.088	992.781	-53.112	-355.912	950.179	-239.161	-593.231	1019.183	-148.301	-569.434	1011.601	-522.234	-227.661	1306.675	-150.238	-80.237	1177.189	-475.907	-131.165	1489.445	-456.234	-186.407	1510.749	-387.528	-77.942	1271.647	-373.600	-26.001	1272.258	-458.452	-466.650	458.239	50.296	-469.100	470.609	-503.838	-529.077	8.743	156.038	-571.831	5.911	-519.534	-318.196	5.162	164.947	-378.538	9.044	-368.922	-31.727	1578.010	-618.641	-595.124	1599.652	-424.953	29.519	1266.497	-754.181	-398.555	1504.629
-252.788	-243.384	1615.642	-90.107	-260.641	1596.481	-196.859	-425.653	1607.058	-354.842	-413.764	1456.474	-40.867	-272.072	1374.972	-243.313	-261.094	1250.643	-161.291	-532.750	1313.008	-399.975	-439.973	992.450	-52.907	-355.223	949.921	-238.597	-592.573	1019.472	-147.713	-568.728	1012.087	-521.840	-226.106	1307.032	-150.271	-78.330	1177.649	-474.472	-129.360	1488.688	-455.633	-184.025	1510.625	-386.886	-76.243	1273.981	-373.031	-24.360	1274.651	-458.515	-465.596	458.243	50.987	-468.365	470.848	-503.750	-528.956	8.861	155.812	-571.817	6.090	-519.480	-318.169	5.207	164.999	-378.560	9.098	-365.971	-30.221	1576.519	-626.326	-588.479	1602.240	-424.460	30.571	1270.637	-750.435	-401.218	1506.422
-252.164	-240.437	1614.771	-89.462	-257.570	1595.573	-196.135	-422.699	1607.059	-354.078	-411.669	1456.376	-40.168	-270.581	1374.694	-242.720	-259.413	1250.344	-160.940	-531.089	1313.336	-399.792	-439.709	992.132	-52.625	-354.612	949.764	-238.087	-591.895	1019.783	-147.198	-568.067	1012.799	-521.365	-224.623	1306.658	-149.961	-76.783	1177.922	-474.082	-126.037	1487.794	-455.295	-181.091	1509.705	-386.244	-75.040	1274.865	-372.135	-23.279	1276.109	-458.537	-464.514	458.267	51.712	-467.789	470.901	-503.683	-528.872	9.053	155.640	-571.828	6.175	-519.449	-318.148	5.204	165.029	-378.567	9.066	-362.784	-28.318	1574.083	-634.631	-581.101	1605.740	-423.036	31.375	1273.970	-747.740	-402.927	1506.798
-251.500	-237.761	1613.841	-88.903	-254.643	1594.726	-195.282	-419.863	1606.813	-353.359	-409.284	1456.210	-39.255	-269.263	1374.434	-242.110	-257.781	1249.970	-160.513	-529.723	1313.626	-399.532	-439.165	991.824	-52.190	-354.112	949.732	-237.719	-591.221	1020.091	-146.859	-567.469	1013.292	-520.805	-223.054	1305.743	-149.440	-75.720	1177.968	-473.340	-122.619	1485.776	-455.038	-177.666	1508.216	-385.497	-73.935	1275.285	-370.933	-22.574	1277.183	-458.460	-463.464	458.274	52.447	-467.320	470.933	-503.705	-528.794	9.187	155.435	-571.883	6.202	-519.389	-318.117	5.186	164.994	-378.587	9.016	-359.755	-25.877	1570.852	-642.498	-572.562	1611.057	-421.674	32.548	1276.251	-745.480	-404.156	1506.014
-250.692	-235.229	1612.788	-88.251	-251.984	1593.862	-194.457	-417.269	1606.674	-352.949	-406.874	1455.830	-38.408	-268.062	1373.983	-241.196	-256.108	1249.578	-160.113	-528.382	1313.826	-399.192	-438.346	991.506	-51.553	-353.876	949.644	-237.538	-590.697	1020.301	-146.605	-566.957	1013.585	-520.124	-221.192	1304.390	-148.656	-74.845	1177.681	-472.249	-118.872	1483.393	-454.633	-173.914	1506.524	-384.437	-72.583	1275.656	-369.429	-20.895	1278.438	-458.394	-462.286	458.241	53.334	-466.812	470.895	-503.700	-528.731	9.306	155.395	-571.961	6.151	-519.348	-318.047	5.166	164.989	-378.642	9.051	-357.229	-23.054	1567.112	-650.004	-563.500	1617.000	-420.448	34.398	1277.774	-743.844	-405.335	1503.697
